LNAME,FNAME,ID
Raynor,John,raynj001
Raziano,Barry,razib101
Rea,Colin,rea-c001
Reach,Al,reaca101
Reach,Bob,reacb101
Ready,Randy,readr001
Realmuto,J.T.,realj001
Reames,Britt,reamb001
Reams,Leroy,reaml101
Reardon,Beans,rearb901
Reardon,Jeff,rearj001
Reardon,Jeremiah,rearj101
Reardon,Phil,rearp101
Rearick,Chris,rearc001
Rebel,Art,rebea101
Reberger,Frank,rebef101
Reboulet,Jeff,reboj001
Reccius,John,reccj101
Reccius,Phil,reccp101
Recker,Anthony,recka001
Reddick,Josh,reddj001
Redding,Phil,reddp101
Redding,Tim,reddt001
Reder,Johnny,redej101
Redfern,Buck,redfb101
Redfern,Pete,redfp101
Redfield,Joe,redfj001
Redheffer,,redhu901
Redman,Mark,redmm002
Redman,Prentice,redmp001
Redman,Tike,redmt001
Redmon,Glenn,redmg101
Redmond,Billy,redmb101
Redmond,Harry,redmh101
Redmond,Jack,redmj101
Redmond,Mike,redmm001
Redmond,Todd,redmt002
Redmond,Wayne,redmw101
Redus,Gary,redug001
Redys,Ed,redye801
Reece,Bob,reecb101
Reed,A.J.,reeda002
Reed,Addison,reeda001
Reed,Billy,reedb103
Reed,Bob,reedb102
Reed,Chris,reedc001
Reed,Cody,reedc002
Reed,Darren,reedd001
Reed,Eric,reede001
Reed,Evan,reede002
Reed,Howie,reedh102
Reed,Jack,reedj101
Reed,Jeff,reedj001
Reed,Jeremy,reedj004
Reed,Jerry,reedj002
Reed,Jody,reedj003
Reed,Keith,reedk001
Reed,Marty,reedm801
Reed,Michael,reedm001
Reed,Milt,reedm101
Reed,Rick,reedr901
Reed,Rick,reedr002
Reed,Ron,reedr001
Reed,Steve,reeds001
Reed,Ted,reedt101
Reeder,Bill,reedb101
Reeder,Icicle,reedi101
Reeder,Nick,reedn101
Rees,Stan,reess101
Reese,Andy,reesr102
Reese,Jimmie,reesj101
Reese,Kevin,reesk001
Reese,Pee Wee,reesp101
Reese,Pokey,reesp001
Reese,Rich,reesr101
Reeves,Bobby,reevb101
Refsnyder,Rob,refsr001
Regalado,Rudy,regar101
Regan,Bill,regab101
Regan,Joe,regaj101
Regan,Mike,regam101
Regan,Phil,regap101
Regilio,Nick,regin001
Register,Steven,regis001
Rego,Tony,regot101
Rehg,Wally,rehgw101
Reiber,Frank,reibf101
Reich,Herman,reich101
Reichardt,Rick,reicr101
Reichert,Dan,reicd001
Reichle,Dick,reicd101
Reid,Billy,reidb102
Reid,Earl,reide101
Reid,Hugh,reedh101
Reid,Jessie,reidj001
Reid,Ryan,reidr001
Reid,Scott,reids101
Reidy,Bill,reidb101
Reilley,Charlie,reilc101
Reilley,Duke,reild101
Reilly,Arch,reila101
Reilly,Barney,reilb101
Reilly,Charles,reilc901
Reilly,Charlie,reilc102
Reilly,Hal,reilh101
Reilly,James,reilj101
Reilly,John,reilj103
Reilly,Josh,reilj102
Reilly,Mike,reilm901
Reilly,Tom,reilt101
Reimer,Kevin,reimk001
Reimold,Nolan,reimn001
Reinbach,Mike,reinm101
Reinecker,Wally,reinw101
Reineke,Chad,reinc001
Reinhart,Art,reina102
Reinholz,Art,reina101
Reininger,Travis,reint901
Reipschlager,Charlie,reipc101
Reis,Bobby,reisb102
Reis,Jack,reisj101
Reis,Laurie,reisl101
Reis,Tommy,reist101
Reiser,Pete,reisp101
Reisigl,Bugs,reisb101
Reising,Charlie,reisc101
Reisling,Doc,reisd101
Reiss,Al,reisa101
Reith,Brian,reitb001
Reitsma,Chris,reitc001
Reitz,Heinie,reith101
Reitz,Ken,reitk101
Rekar,Bryan,rekab001
Relaford,Desi,relad001
Reliford,Charlie,relic901
Rementer,Butch,remeb101
Remlinger,Mike,remlm001
Remmerswaal,Win,remmw101
Remneas,Alex,remna101
Remsen,Jack,remsj101
Remy,Jerry,remyj001
Renda,Tony,rendt001
Rendon,Anthony,renda001
Renfer,Erwin,renfe101
Renfroe,Hunter,renfh001
Renfroe,Laddie,renfl001
Renfroe,Marshall,renfm101
Renick,Rick,renir101
Reniff,Hal,renih101
Reninger,Jim,renij101
Renko,Steve,renks101
Renna,Bill,rennb101
Rennert,Dutch,rennd901
Rensa,Tony,renst101
Renteria,Edgar,rente001
Renteria,Rich,rentr001
Repass,Bob,repab101
Repko,Jason,repkj001
Replogle,Andy,repla101
Repoz,Roger,repor101
Repulski,Rip,repur101
Rescigno,Xavier,rescx101
Resinger,Grover,resig801
Resop,Chris,resoc001
Ressler,Larry,ressl101
Restelli,Dino,restd101
Restovich,Michael,restm001
Rettenmund,Merv,rettm101
Rettger,George,rettg101
Rettig,Otto,retto101
Retzer,Ken,retzk101
Reulbach,Ed,reule101
Reuschel,Paul,reusp101
Reuschel,Rick,reusr001
Reuss,Jerry,reusj001
Revenig,Todd,revet001
Revere,Ben,reveb001
Revering,Dave,reved101
Reville,Henry,revih101
Rexter,William,rextw101
Reyburn,D.J.,reybd901
Reyes,Alberto,reyea001
Reyes,Alex,reyea004
Reyes,Anthony,reyea002
Reyes,Argenis,reyea003
Reyes,Cananea,reyec801
Reyes,Carlos,reyec001
Reyes,Dennys,reyed001
Reyes,Gil,reyeg001
Reyes,Jo-Jo,reyej003
Reyes,Jose,reyej001
Reyes,Jose,reyej002
Reyes,Nap,reyen101
Reyes,Rene,reyer001
Reynolds,Allie,reyna102
Reynolds,Archie,reyna101
Reynolds,Bill,reynb101
Reynolds,Bob,reynb102
Reynolds,Carl,reync102
Reynolds,Charlie,reync101
Reynolds,Craig,reync001
Reynolds,Danny,reynd102
Reynolds,Don,reynd101
Reynolds,Greg,reyng001
Reynolds,Harold,reynh001
Reynolds,Jim,reynj901
Reynolds,Ken,reynk101
Reynolds,Mark,reynm001
Reynolds,Matt,reynm002
Reynolds,Matt,reynm003
Reynolds,R.J.,reynr001
Reynolds,Ronn,reynr002
Reynolds,Ross,reynr101
Reynolds,Shane,reyns001
Reynolds,Tom,reync103
Reynolds,Tommie,reynt101
Reynoso,Armando,reyna001
Rhawn,Bobby,rhawr101
Rheam,Cy,rheac101
Rheinecker,John,rheij001
Rhem,Flint,rhemf101
Rhiel,Billy,rhieb101
Rhines,Billy,rhinb101
Rhoads,Bob,rhoab101
Rhoden,Rick,rhodr001
Rhodes,Arthur,rhoda001
Rhodes,Charlie,rhodc101
Rhodes,Dusty,rhodd101
Rhodes,Eugene,rhode901
Rhodes,Gordon,rhodg101
Rhodes,Tuffy,rhodk001
Rhomberg,Kevin,rhomk001
Rhymes,Will,rhymw001
Rhyne,Hal,rhynh101
Ribant,Dennis,ribad101
Riccelli,Frank,riccf101
Ricci,Chuck,riccc001
Riccio,Dennis,riccd901
Riccio,Len,riccl901
Rice,,riceu901
Rice,Bob,riceb101
Rice,Bob,riceb901
Rice,Del,riced101
Rice,Hal,riceh102
Rice,Harry,riceh101
Rice,Jim,ricej001
Rice,John,ricej901
Rice,Len,ricel101
Rice,Pat,ricep001
Rice,Sam,rices101
Rice,Scott,rices001
Rich,Woody,richw101
Richar,Danny,richd001
Richard,Chris,richc001
Richard,Clayton,richc002
Richard,J.R.,richj101
Richard,Lee,richl101
Richards,Duane,richd102
Richards,Fred,richf101
Richards,Garrett,richg002
Richards,Gene,richg001
Richards,J.M.,richj901
Richards,Paul,richp101
Richards,Rusty,richr002
Richardson,,richu101
Richardson,Antoan,richa001
Richardson,Bill,richb103
Richardson,Bobby,richb102
Richardson,Danny,richd101
Richardson,Dustin,richd002
Richardson,Gordie,richg101
Richardson,Hardy,richh101
Richardson,Jack,richj103
Richardson,Jeff,richj001
Richardson,Jeff,richj002
Richardson,Ken,richk101
Richardson,Kevin,richk001
Richardson,Nolen,richn101
Richardson,Tom,richt101
Richardt,Mike,richm001
Richbourg,Lance,richl103
Richert,Pete,richp102
Richie,Lew,richl102
Richie,Rob,richr001
Richmond,Beryl,richb101
Richmond,Don,richd103
Richmond,John,richj102
Richmond,Lee,richl104
Richmond,Ray,richr102
Richmond,Scott,richs001
Richter,Al,richa101
Richter,John,richj104
Richter,Reggie,richr101
Rickard,Joey,rickj001
Rickert,Joe,rickj101
Rickert,Marv,rickm101
Ricketts,Dave,rickd102
Ricketts,Dick,rickd101
Rickey,Branch,rickb101
Rickley,Chris,rickc101
Ricks,John,rickj102
Rico,Art,ricoa101
Rico,Fred,ricof101
Riconda,Harry,ricoh101
Riddle,Elmer,ridde101
Riddle,John,riddj102
Riddle,Johnny,riddj101
Riddleberger,Denny,riddd102
Riddlemoser,Dorsey,riddd101
Riddoch,Greg,riddg801
Ridgway,Jack,ridgj101
Ridgway,Jeff,ridgj001
Ridzik,Steve,ridzs101
Riebe,Hank,riebh101
Riedling,John,riedj001
Riefenhauser,C.J.,riefc001
Rieger,Elmer,riege101
Rieker,Rich,riekr901
Rienzo,Andre,riena001
Riesgo,Nikco,riesn001
Rigby,Brad,rigbb001
Rigdon,Paul,rigdp001
Riggan,Jerrod,riggj001
Riggans,Shawn,riggs001
Riggert,Joe,riggj101
Riggins,Mark,riggm801
Riggins,Mike,riggm901
Riggleman,Jim,riggj801
Riggs,Adam,rigga001
Riggs,Lew,riggl101
Righetti,Dave,righd001
Rightnowar,Ron,righr001
Rigler,Cy,riglc901
Rigney,Bill,rignb101
Rigney,Johnny,rignj101
Rigney,Topper,rignt101
Rigoli,Joe,rigoj801
Rijo,Jose,rijoj001
Rikard,Culley,rikac101
Riles,Ernie,rilee001
Riley,Billy,rileb101
Riley,George,rileg001
Riley,Jim,rilej102
Riley,Jim,rilej101
Riley,Lee,rilel101
Riley,Matt,rilem001
Rincon,Andy,rinca101
Rincon,Juan,rincj001
Rincon,Ricardo,rincr001
Rineer,Jeff,rinej101
Ring,Jimmy,ringj101
Ring,Royce,ringr001
Ringo,Frank,ringf101
Rinker,Bob,rinkb101
Rios,Alex,riosa002
Rios,Armando,riosa001
Rios,Danny,riosd001
Rios,Juan,riosj101
Ripken,Billy,ripkb001
Ripken,Cal,ripkc001
Ripken,Cal,ripkc801
Ripley,Allen,ripla101
Ripley,Walt,riplw101
Rippelmeyer,Ray,rippr101
Ripperger,Mark,rippm901
Ripple,Charlie,rippc101
Ripple,Jimmy,rippj101
Rippley,Steve,ripps901
Risberg,Swede,risbs101
Rising,Pop,risip101
Riske,David,riskd001
Risley,Bill,rislb001
Ritchey,Claude,ritcc101
Ritchie,F.,ritcf901
Ritchie,Gregg,ritcg801
Ritchie,Jay,ritcj101
Ritchie,Todd,ritct001
Ritchie,Wally,ritcw001
Ritter,Charlie,rittc101
Ritter,Floyd,rittf101
Ritter,Hank,ritth101
Ritter,Lew,rittl101
Ritter,Reggie,rittr001
Ritterson,Whitey,rittw101
Rittwage,Jim,rittj101
Ritz,Jim,ritzj101
Ritz,Kevin,ritzk001
Rivas,Luis,rival001
Rivera,Ben,riveb001
Rivera,Bombo,riveb101
Rivera,Carlos,rivec001
Rivera,German,riveg001
Rivera,Jim,rivej101
Rivera,Juan,rivej001
Rivera,Luis,rivel001
Rivera,Luis,rivel002
Rivera,Mariano,rivem002
Rivera,Mike,rivem003
Rivera,Rene,river003
Rivera,Roberto,river001
Rivera,Ruben,river002
Rivera,Saul,rives001
Rivera,T.J.,rivet001
Rivera,Yadiel,rivey001
Rivero,Carlos,rivec002
Rivero,Felipe,rivef001
Rivers,Mickey,rivem001
Riviere,Tink,rivit101
Rixey,Eppa,rixee101
Rizzo,Anthony,rizza001
Rizzo,Johnny,rizzj101
Rizzo,Todd,rizzt001
Rizzuto,Phil,rizzp101
Rleal,Sendy,rleas001
Roa,Joe,roa-j001
Roach,Donn,roacd001
Roach,Jason,roacj001
Roach,John,roacj101
Roach,Mel,roacm101
Roach,Mike,roacm102
Roach,Roxey,roacr101
Roach,Skel,roacs101
Roark,Tanner,roart001
Roarke,Mike,roarm101
Roat,Fred,roatf101
Robb,John,robbj901
Robb,Scotty,robbs901
Robbins,Bruce,robbb101
Robbins,Jake,robbj001
Robello,Tony,robet101
Roberge,Bert,robeb001
Roberge,Skippy,robes101
Roberson,Chris,robec001
Roberson,Kevin,robek001
Roberson,Sid,robes001
Roberts,Bip,robeb002
Roberts,Brian,robeb003
Roberts,Curt,robec102
Roberts,Dale,robed107
Roberts,Dave,robed108
Roberts,Dave,robed101
Roberts,Dave,robed102
Roberts,Dave,robed001
Roberts,Grant,robeg001
Roberts,Jim,robej101
Roberts,Ken,robek002
Roberts,Lenny,robel901
Roberts,Leon,robel001
Roberts,Mel,robem801
Roberts,Ray,rober103
Roberts,Red,rober104
Roberts,Robin,rober102
Roberts,Ryan,rober002
Roberts,Skipper,robes103
Roberts,Willis,robew001
Robertson,Andre,robea001
Robertson,Bob,robeb101
Robertson,Charlie,robec101
Robertson,Connor,robec002
Robertson,Daniel,robed003
Robertson,Daryl,robed105
Robertson,Dave,robed103
Robertson,David,robed002
Robertson,Dick,robed106
Robertson,Don,robed104
Robertson,Gene,robeg101
Robertson,Jeriome,robej001
Robertson,Jerry,robej102
Robertson,Jim,robej103
Robertson,Mike,robem001
Robertson,Nate,roben001
Robertson,Rich,rober101
Robertson,Rich,rober001
Robertson,Sherry,robes102
Robertson,Tyler,robet001
Robidoux,Billy Jo,robib001
Robinson,Aaron,robia101
Robinson,Bill,robib101
Robinson,Bill,robib901
Robinson,Brooks,robib104
Robinson,Bruce,robib102
Robinson,Charlie,robic102
Robinson,Chris,robic002
Robinson,Clint,robic001
Robinson,Craig,robic101
Robinson,Dave,robid102
Robinson,Derrick,robid002
Robinson,Dewey,robid101
Robinson,Don,robid001
Robinson,Earl,robie102
Robinson,Eddie,robie101
Robinson,Floyd,robif102
Robinson,Frank,robif103
Robinson,Fred,robif101
Robinson,Hank,robih102
Robinson,Humberto,robih101
Robinson,Jack,robij102
Robinson,Jack,robij101
Robinson,Jackie,robij103
Robinson,Jeff,robij001
Robinson,Jeff,robij002
Robinson,Ken,robik001
Robinson,Kerry,robik002
Robinson,Rabbit,robir101
Robinson,Ron,robir001
Robinson,Shane,robis001
Robinson,Sheriff,robis802
Robinson,Trayvon,robit001
Robinson,Val,robiv101
Robinson,Wilbert,robiw101
Robinson,Yank,robiy101
Robison,Stan,robis801
Robitaille,Chick,robic103
Robles,Hansel,roblh001
Robles,Mauricio,roblm001
Robles,Oscar,roblo001
Robles,Rafael,roblr101
Robles,Sergio,robls101
Robson,Tom,robst101
Rocap,Adam,rocaa101
Rocco,Mickey,roccm101
Roche,Armando,rocha101
Roche,Jack,rochj101
Rochefort,Ben,rochb101
Rochelli,Lou,rochl101
Rochford,Mike,rochm001
Rock,Les,rockl101
Rockenfield,Ike,rocki101
Rocker,John,rockj001
Rockett,Pat,rockp101
Rodas,Rich,rodar001
Rodgers,Andre,rodga101
Rodgers,Bill,rodgb103
Rodgers,Bill,rodgb101
Rodgers,Brady,rodgb001
Rodgers,Buck,rodgb102
Rodin,Eric,rodie101
Rodney,Fernando,rodnf001
Rodon,Carlos,rodoc001
Rodriguez,Alex,rodra001
Rodriguez,Aneury,rodra002
Rodriguez,Armando,rodra901
Rodriguez,Aurelio,rodra101
Rodriguez,Carlos,rodrc001
Rodriguez,Eddie,rodre801
Rodriguez,Eddy,rodre002
Rodriguez,Eddy,rodre003
Rodriguez,Eduardo,rodre102
Rodriguez,Eduardo,rodre004
Rodriguez,Edwin,rodre001
Rodriguez,Ellie,rodre101
Rodriguez,Felix,rodrf002
Rodriguez,Fernando,rodrf004
Rodriguez,Francisco,rodrf003
Rodriguez,Francisco,rodrf005
Rodriguez,Frankie,rodrf001
Rodriguez,Freddy,rodrf101
Rodriguez,Guilder,rodrg002
Rodriguez,Guillermo,rodrg001
Rodriguez,Gus,rodrg901
Rodriguez,Hector,rodrh101
Rodriguez,Henry,rodrh001
Rodriguez,Henry,rodrh002
Rodriguez,Henry,rodrh003
Rodriguez,Ivan,rodri001
Rodriguez,Joely,rodrj004
Rodriguez,John,rodrj002
Rodriguez,Jose,rodrj101
Rodriguez,Jose,rodrj001
Rodriguez,Josh,rodrj003
Rodriguez,Liu,rodrl001
Rodriguez,Luis,rodrl002
Rodriguez,Nerio,rodrn001
Rodriguez,Paco,rodrp001
Rodriguez,Rafael,rodrr006
Rodriguez,Ricardo,rodrr005
Rodriguez,Rich,rodrr004
Rodriguez,Rick,rodrr001
Rodriguez,Roberto,rodrr101
Rodriguez,Rosario,rodrr003
Rodriguez,Ruben,rodrr002
Rodriguez,Sean,rodrs002
Rodriguez,Steve,rodrs001
Rodriguez,Tony,rodrt001
Rodriguez,Vic,rodrv001
Rodriguez,Wandy,rodrw002
Rodriguez,Wilfredo,rodrw001
Rodriguez,Wilking,rodrw003
Rodriguez,Yorman,rodry001
Roe,Chaz,roe-c001
Roe,Clay,roe-c101
Roe,Preacher,roe-p101
Roe,Rocky,roe-r901
Roebuck,Ed,roebe101
Roenicke,Gary,roeng001
Roenicke,Josh,roenj001
Roenicke,Ron,roenr001
Roesler,Mike,roesm001
Roesner,Bob,roesb901
Roessler,Pat,roesp801
Roettger,Oscar,roeto101
Roettger,Wally,roetw101
Roetz,Ed,roete101
Rogalski,Joe,rogaj101
Rogell,Billy,rogeb102
Rogers,Brian,rogeb001
Rogers,Buck,rogeb101
Rogers,Eddie,rogee001
Rogers,Emmett,rogee101
Rogers,Esmil,rogee002
Rogers,Fraley,rogef101
Rogers,George,rogeg901
Rogers,Jason,rogej002
Rogers,Jay,rogej101
Rogers,Jim,rogej102
Rogers,Jimmy,rogej001
Rogers,Kenny,rogek001
Rogers,Kevin,rogek002
Rogers,Lee,rogel101
Rogers,Mark,rogem001
Rogers,Mort,rogem901
Rogers,Packy,rogep101
Rogers,Steve,roges001
Rogers,Taylor,roget001
Rogers,Tom,roget101
Rogge,Clint,roggc101
Roggenburk,Garry,roggg101
Rogodzinski,Mike,rogom101
Rogovin,Saul,rogos101
Rohde,Dave,rohdd001
Rohe,George,roheg101
Rohlinger,Ryan,rohlr001
Rohn,Dan,rohnd001
Rohr,Billy,rohrb101
Rohr,Les,rohrl101
Rohrmeier,Dan,rohrd001
Rohwer,Ray,rohwr101
Roig,Tony,roigt101
Rojas,Cookie,rojac101
Rojas,Euky,rojae801
Rojas,Mel,rojam001
Rojas,Miguel,rojam002
Rojas,Mike,rojam801
Rojas,Minnie,rojam101
Rojek,Stan,rojes101
Roland,Jim,rolaj101
Rolen,Scott,roles001
Rolfe,Red,rolfr101
Rolison,Nate,rolin001
Roll,,rollu901
Rolling,Ray,rollr102
Rollings,Red,rollr103
Rollins,David,rolld002
Rollins,Jimmy,rollj001
Rollins,Rich,rollr101
Rollinson,Bill,rollw101
Rolls,Damian,rolld001
Romak,Jamie,romaj003
Roman,Bill,romab101
Roman,Jose,romaj001
Romanick,Ron,romar001
Romano,Jason,romaj002
Romano,Jim,romaj102
Romano,John,romaj101
Romano,Mike,romam001
Romano,Tom,romat001
Romberger,Dutch,rombd101
Romero,Alex,romea001
Romero,Davis,romed001
Romero,Ed,romee001
Romero,Enny,romee002
Romero,J.C.,romej001
Romero,Mandy,romem001
Romero,Niuman,romen001
Romero,Ramon,romer001
Romero,Ricky,romer002
Romero,Stefen,romes001
Romine,Andrew,romia001
Romine,Austin,romia002
Romine,Kevin,romik001
Rommel,Eddie,romme101
Romo,Enrique,romoe101
Romo,Sergio,romos001
Romo,Vicente,romov101
Romonosky,John,romoj101
Ronan,Marc,ronam001
Rondeau,Henri,rondh101
Rondon,Bruce,rondb001
Rondon,Gil,rondg101
Rondon,Hector,rondh001
Rondon,Jorge,rondj001
Rondon,Jose,rondj002
Roney,Matt,ronem001
Roof,Gene,roofg101
Roof,Phil,roofp101
Rooker,Jim,rookj101
Rooks,George,rookg101
Roomes,Rolando,roomr001
Rooney,Frank,roonf101
Rooney,Pat,roonp101
Root,Charlie,rootc101
Roper,John,ropej001
Roque,Jorge,roquj101
Roque,Rafael,roqur001
Rosa,Carlos,rosac001
Rosado,Jose,rosaj001
Rosado,Luis,rosal101
Rosales,Adam,rosaa001
Rosales,Leo,rosal001
Rosar,Buddy,rosab101
Rosario,Alberto,rosaa002
Rosario,Eddie,rosae001
Rosario,Francisco,rosaf001
Rosario,Jimmy,rosaj101
Rosario,Melvin,rosam001
Rosario,Rodrigo,rosar001
Rosario,Sandy,rosas001
Rosario,Santiago,rosas101
Rosario,Victor,rosav001
Rosario,Wilin,rosaw001
Rose,Bobby,roseb001
Rose,Brian,roseb002
Rose,Chuck,rosec102
Rose,Don,rosed102
Rose,Mike,rosem001
Rose,Pete,rosep001
Rose,Pete,rosep002
Roseboro,John,rosej101
Rosebraugh,Rosie,rosez101
Roselli,Bob,roseb102
Rosello,Dave,rosed101
Roseman,Chief,rosec101
Rosen,Al,rosea101
Rosen,Goody,roseg101
Rosenbaum,Glen,roseg801
Rosenberg,B.J.,roseb003
Rosenberg,Harry,roseh101
Rosenberg,Lou,rosel102
Rosenberg,Steve,roses001
Rosenberry,Bill,roseb901
Rosenfeld,Max,rosem101
Rosenthal,Larry,rosel101
Rosenthal,Sy,roses102
Rosenthal,Trevor,roset001
Rosenthal,Wayne,rosew001
Roser,Bunny,roseb101
Roser,Steve,roses101
Rosin,Seth,rosis001
Roskos,John,roskj001
Ross,Bob,rossb101
Ross,Buck,rossb102
Ross,Buster,rossb103
Ross,Chet,rossc103
Ross,Cliff,rossc102
Ross,Cody,rossc001
Ross,David,rossd001
Ross,Don,rossd101
Ross,Ernie,rosse101
Ross,Gary,rossg102
Ross,George,rossg101
Ross,Joe,rossj002
Ross,Mark,rossm001
Ross,Robbie,rossr002
Ross,Robert,rossr901
Ross,Tyson,rosst001
Rosscup,Zac,rossz001
Rosselli,Joe,rossj001
Rossi,Joe,rossj101
Rossman,Claude,rossc101
Rosso,Frank,rossf101
Rossy,Rico,rossr001
Rotblatt,Marv,rotbm101
Rotes,Bill,rhodb101
Roth,Braggo,rothb102
Roth,Frank,rothf101
Roth,Michael,rothm001
Roth,Roy,rothr901
Rothel,Bob,rothb103
Rothermel,Bobby,rothb101
Rothfuss,Jack,rothj102
Rothgeb,Claude,rothc101
Rothrock,Jack,rothj101
Rothschild,Larry,rothl101
Rottino,Vinny,rottv001
Rounsaville,Gene,roung101
Rountree,Hank,rounh901
Rouse,Mike,rousm001
Roush,Edd,rouse101
Routcliffe,Phil,routp101
Rowan,Dave,rowad101
Rowan,Jack,rowaj101
Rowand,Aaron,rowaa001
Rowdon,Wade,rowdw001
Rowe,Dave,rowed102
Rowe,Don,rowed101
Rowe,Harland,roweh101
Rowe,Jack,rowej101
Rowe,Ken,rowek101
Rowe,Ralph,rower801
Rowe,Schoolboy,rowes101
Rowell,Bama,roweb101
Rowen,Ben,roweb001
Rowen,Ed,rowee101
Rowland,Chuck,rowlc101
Rowland,Mike,rowlm101
Rowland,Pants,rowlp801
Rowland,Rich,rowlr001
Rowland-Smith,Ryan,rowlr002
Rowson,James,rowsj801
Roxburgh,Jim,roxbj101
Roy,Charlie,roy-c101
Roy,Emil,roy-e101
Roy,Jean-Pierre,roy-j101
Roy,Luther,roy-l101
Roy,Normie,roy-n101
Royer,Stan,royes001
Royster,Jerry,roysj001
Royster,Willie,roysw101
Rozek,Dick,rozed101
Rozema,Dave,rozed001
Roznovsky,Vic,roznv101
Rua,Ryan,rua-r001
Ruan,Wilkin,ruanw001
Rubeling,Al,rubea101
Ruberto,Sonny,rubes101
Rubio,Jorge,rubij101
Ruble,Art,rubla101
Rucinski,Drew,rucid001
Rucker,Dave,ruckd001
Rucker,Johnny,ruckj101
Rucker,Nap,ruckn101
Rudderham,Frank,ruddf901
Rudderham,John,ruddj101
Rudi,Joe,rudij101
Rudolph,Dick,rudod101
Rudolph,Don,rudod103
Rudolph,Dutch,rudod102
Rudolph,Ernie,rudoe101
Rudolph,Ken,rudok101
Rue,Joe,rue-j901
Ruebel,Matt,ruebm001
Ruel,Muddy,ruelm101
Rueter,Kirk,ruetk001
Ruether,Dutch,ruetd101
Ruf,Darin,ruf-d001
Rufer,Rudy,rufer101
Ruffcorn,Scott,ruffs001
Ruffin,Bruce,ruffb001
Ruffin,Chance,ruffc001
Ruffin,Johnny,ruffj001
Ruffing,Red,ruffr101
Ruggiano,Justin,ruggj001
Ruhl,Gus,ruhlg901
Ruhle,Vern,ruhlv001
Ruiz,Carlos,ruizc001
Ruiz,Chico,ruizc102
Ruiz,Chico,ruizc101
Ruiz,Randy,ruizr001
Ruiz,Rio,ruizr002
Rullo,Joe,rullj101
Rumbelow,NIck,rumbn001
Rumler,William,rumlw101
Runchey,Dick,runcd901
Rundles,Rich,rundr001
Runge,Brian,rungb901
Runge,Ed,runge901
Runge,Paul,rungp901
Runge,Paul,rungp001
Runnells,Tom,runnt001
Runnels,Pete,runnp101
Runyan,Sean,runys001
Runzler,Dan,runzd001
Rupe,Josh,rupej001
Rupe,Ryan,ruper001
Rupp,Cameron,ruppc001
Rusch,Glendon,ruscg001
Rush,Andy,rusha101
Rush,Bob,rushb101
Rushford,Jim,rushj001
Rusie,Amos,rusia101
Rusin,Chris,rusic001
Ruskin,Scott,rusks001
Russ,John,russj104
Russell,Adam,russa001
Russell,Addison,russa002
Russell,Allen,russa101
Russell,Bill,russb001
Russell,Harvey,russh101
Russell,Jack,russj103
Russell,James,russj003
Russell,Jeff,russj001
Russell,Jim,russj102
Russell,John,russj101
Russell,John,russj002
Russell,Lefty,russl101
Russell,Lloyd,russl102
Russell,Paul,russp101
Russell,Reb,russr102
Russell,Rip,russr101
Russo,Kevin,russk001
Russo,Marius,russm101
Rusteck,Dick,rustd101
Ruszkowski,Hank,ruszh101
Ruth,Babe,ruthb101
Rutherford,Jim,ruthj102
Rutherford,Johnny,ruthj101
Ruthven,Dick,ruthd001
Rutledge,Josh,rutlj001
Rutner,Mickey,rutnm101
Ryal,Mark,ryalm001
Ryal,Rusty,ryalr001
Ryan,B.J.,ryanb001
Ryan,Blondy,ryanb101
Ryan,Brendan,ryanb002
Ryan,Buddy,ryanb102
Ryan,Connie,ryanc102
Ryan,Cyclone,ryanc101
Ryan,Dusty,ryand001
Ryan,Jack,ryanj103
Ryan,Jack,ryanj102
Ryan,Jack,ryanj104
Ryan,Jason,ryanj001
Ryan,Jimmy,ryanj105
Ryan,John,ryanj101
Ryan,Johnny,ryanj106
Ryan,Ken,ryank001
Ryan,Kyle,ryank002
Ryan,Mike,ryanm102
Ryan,Mike,ryanm101
Ryan,Mike,ryanm001
Ryan,Nolan,ryann001
Ryan,Red,ryanw901
Ryan,Rob,ryanr001
Ryan,Rosy,ryanr101
Ryba,Mike,rybam101
Ryberg,Cy,rybes901
Ryder,Tom,rydet101
Rye,Gene,rye-g101
Ryerson,Gary,ryerg101
Ryu,Hyun-Jin,ryu-h001
Ryu,Jae Kuk,ryu-j001
Rzepczynski,Marc,rzepm001
Saarloos,Kirk,saark001
Sabathia,CC,sabac001
Sabel,Erik,sabee001
Saberhagen,Bret,sabeb001
Sabo,Alex,saboa101
Sabo,Chris,saboc001
Saccomanno,Mark,saccm001
Sacka,Frank,sackf101
Sackinsky,Brian,sackb001
Sadecki,Ray,sader101
Sadek,Mike,sadem101
Sadler,Billy,sadlb001
Sadler,Carl,sadlc001
Sadler,Casey,sadlc002
Sadler,Donnie,sadld001
Sadler,Ray,sadlr001
Sadowski,Bob,sadob101
Sadowski,Bob,sadob102
Sadowski,Ed,sadoe101
Sadowski,Jim,sadoj101
Sadowski,Ryan,sador001
Sadowski,Ted,sadot101
Saenz,Chris,saenc001
Saenz,Olmedo,saeno001
Saffell,Tom,safft101
Sage,Harry,sageh101
Sager,A.J.,sagea001
Sager,Pony,sagep101
Sagmoen,Marc,sagmm001
Saier,Vic,saiev101
Sain,Johnny,sainj101
Saipe,Mike,saipm001
Saito,Takashi,saitt001
Sakata,Lenn,sakal001
Saladino,Tyler,salat001
Salas,Fernando,salaf001
